#Id|nom|age|taille|pied|nationalite|position|club|ligue|fin_contrat|valeur_actuelle|valeur_max|montant_transfert|CDM|LDC|nb_selections|nb_buts
340.html|nicolas-gonzalez|24|1.80|gauche|Argentine|Ailier gauche|ACF Fiorentina|serie-a| 2026|23|25|35.76 |0|0|21|3
205.html|kurt-zouma|28|1.90|droit|France|Défenseur central|West Ham United|premier-league| 2025|32|35|65.30 |0|1|11|1
74.html|alessandro-bastoni|23|1.90|gauche|Italie|Défenseur central|Inter Milan|serie-a| 2024|55|60|31.10 |0|0|17|1
439.html|ramy-bensebaini|27|1.87|gauche|Algérie|Arrière gauche|Borussia Mönchengladbach|bundesliga| 2023|20|22|10.00 |0|0|51|6
317.html|renato-sanches|25|1.76|droit|Portugal|Milieu central|Paris Saint-Germain|ligue-1| 2027|25|30|78.50 |0|0|32|3
252.html|jacob-ramsey|21|1.80|droit|Angleterre|Milieu central|Aston Villa|premier-league| 2027|28|28|0.00|0|0|7|2
481.html|jeremy-doku|20|1.73|droit|Belgique|Ailier droit|Stade Rennais FC|ligue-1| 2025|18|26|26.00 |0|0|12|2
23.html|luis-diaz|26|1.80|droit|Colombie|Ailier gauche|FC Liverpool|premier-league| 2027|75|75|54.22 |0|0|37|8
194.html|yves-bissouma|26|1.82|droit|Mali|Milieu central|Tottenham Hotspur|premier-league| 2026|32|35|46.00 |0|0|27|3
301.html|axel-disasi|24|1.90|droit|France|Défenseur central|AS Monaco|ligue-1| 2025|25|25|13.00 |0|0|3|0
244.html|eric-dier|29|1.88|droit|Angleterre|Défenseur central|Tottenham Hotspur|premier-league| 2024|30|40|5.00 |0|0|49|3
35.html|victor-osimhen|24|1.86|droit|Nigeria|Avant-centre|SSC Napoli|serie-a| 2025|70|70|104.40 |0|0|23|15
497.html|eddie-nketiah|23|1.75|droit|Angleterre|Avant-centre|FC Arsenal|premier-league| 2027|18|20|0.00|0|0|17|16
182.html|sebastien-haller|28|1.91|droit|Côte d'Ivoire|Avant-centre|Borussia Dortmund|bundesliga| 2026|35|45|111.25 |0|0|15|4
478.html|mohammed-salisu|23|1.88|gauche|Ghana|Défenseur central|FC Southampton|premier-league| 2024|18|18|12.00 |0|0|6|2
356.html|matty-cash|25|1.85|droit|Pologne|Arrière droit|Aston Villa|premier-league| 2027|22|25|15.75 |0|0|12|1
213.html|ryan-gravenberch|20|1.90|droit|Pays-Bas|Milieu central|FC Bayern München|bundesliga| 2027|30|35|18.50 |0|0|11|1
62.html|federico-chiesa|25|1.75|droit|Italie|Ailier gauche|Juventus Turin|serie-a| 2025|60|70|55.10 |0|0|40|4
9.html|gavi|18|1.73|droit|Espagne|Milieu central|FC Barcelone|laliga| 2026|90|90|0.00|0|0|17|3
268.html|granit-xhaka|30|1.86|gauche|Suisse|Milieu central|FC Arsenal|premier-league| 2024|28|50|53.50 |0|0|111|12
287.html|giorgi-mamardashvili|22|1.97|gauche|Géorgie|Gardien de but|FC Valencia|laliga| 2027|25|25|1.05 |0|0|6|0
454.html|alejandro-grimaldo|27|1.71|gauche|Espagne|Arrière gauche|SL Benfica|liga-portugal| 2023|20|35|2.10 |0|0|2|0
141.html|piotr-zielinski|28|1.80|ambidextre|Pologne|Milieu central|SSC Napoli|serie-a| 2024|40|50|16.10 |0|0|89|10
19.html|joshua-kimmich|28|1.77|droit|Allemagne|Milieu défensif|FC Bayern München|bundesliga| 2025|80|90|10.50 |0|1|74|5
395.html|jean-clair-todibo|23|1.90|droit|France|Défenseur central|OGC Nice|ligue-1| 2027|20|20|13.00 |0|0|1|0
403.html|luka-sucic|20|1.85|gauche|Croatie|Milieu offensif|Red Bull Salzbourg|bundesliga| 2025|20|20|0.00|0|0|4|0
116.html|ederson|29|1.88|gauche|Brésil|Gardien de but|Manchester City|premier-league| 2026|45|70|40.50 |0|0|19|0
383.html|djibril-sow|26|1.84|droit|Suisse|Milieu central|Eintracht Frankfurt|bundesliga| 2024|22|22|13.50 |0|0|36|0
229.html|kieran-tierney|25|1.80|gauche|Écosse|Arrière gauche|FC Arsenal|premier-league| 2026|30|32|27.00 |0|0|35|1
415.html|ademola-lookman|25|1.74|droit|Nigeria|Deuxième attaquant|Atalanta BC|serie-a| 2026|20|20|38.50 |0|0|4|1
100.html|alisson|30|1.93|droit|Brésil|Gardien de but|FC Liverpool|premier-league| 2027|50|90|70.50 |0|1|61|0
58.html|jadon-sancho|22|1.80|droit|Angleterre|Ailier gauche|Manchester United|premier-league| 2026|60|130|105.76 |0|0|23|3
291.html|matteo-guendouzi|23|1.85|droit|France|Milieu central|Olympique de Marseille|ligue-1| 2025|25|50|20.00 |0|0|7|1
442.html|angelino|26|1.71|gauche|Espagne|Arrière gauche|TSG 1899 Hoffenheim|bundesliga| 2023|20|35|42.00 |0|0|2|0
157.html|randal-kolo-muani|24|1.87|droit|France|Avant-centre|Eintracht Frankfurt|bundesliga| 2027|37|37|0.00|0|0|5|1
120.html|jarrod-bowen|26|1.82|gauche|Angleterre|Ailier droit|West Ham United|premier-league| 2025|42|42|21.30 |0|0|4|0
78.html|andrew-robertson|28|1.78|gauche|Écosse|Arrière gauche|FC Liverpool|premier-league| 2026|55|80|12.60 |0|1|59|3
97.html|fikayo-tomori|25|1.85|droit|Angleterre|Défenseur central|AC Milan|serie-a| 2027|50|50|32.20 |0|0|3|0
435.html|jonathan-bamba|26|1.75|droit|France|Ailier gauche|LOSC Lille|ligue-1| 2023|20|25|0.00|0|0|19|5
209.html|goncalo-ramos|21|1.85|droit|Portugal|Avant-centre|SL Benfica|liga-portugal| 2026|30|30|0.00|0|0|5|4
177.html|robin-le-normand|26|1.87|droit|France|Défenseur central|Real Sociedad|laliga| 2026|35|35|0.00|0|0||
198.html|diogo-dalot|23|1.83|droit|Portugal|Arrière droit|Manchester United|premier-league| 2024|32|32|22.50 |0|0|10|2
462.html|geoffrey-kondogbia|30|1.88|gauche|République Centrafricaine|Milieu défensif|Atlético de Madrid|laliga| 2024|20|30|97.00 |0|0|8|1
161.html|min-jae-kim|26|1.90|droit|Corée du Sud|Défenseur central|SSC Napoli|serie-a| 2025|35|35|26.30 |0|0|47|3
39.html|kai-havertz|23|1.93|gauche|Allemagne|Milieu offensif|Chelsea FC|premier-league| 2025|70|90|80.00 |0|1|33|12
474.html|aaron-hickey|20|1.85|ambidextre|Écosse|Arrière gauche|FC Brentford|premier-league| 2026|18|18|18.20 |0|0|7|0
248.html|marc-andre-ter-stegen|30|1.87|droit|Allemagne|Gardien de but|FC Barcelone|laliga| 2025|30|90|12.00 |0|1|30|0
136.html|jose-maria-gimenez|28|1.85|droit|Uruguay|Défenseur central|Atlético de Madrid|laliga| 2025|40|70|0.995 |0|0|81|8
423.html|nordi-mukiele|25|1.87|droit|France|Arrière droit|Paris Saint-Germain|ligue-1| 2027|20|25|29.50 |0|0|1|0
81.html|david-alaba|30|1.80|gauche|Autriche|Défenseur central|Real Madrid|laliga| 2026|55|65|0.150 |0|3|98|15
5.html|pedri|20|1.74|droit|Espagne|Milieu central|FC Barcelone|laliga| 2026|100|100|17.50 |0|0|18|0
458.html|raphael-guerreiro|29|1.70|gauche|Portugal|Arrière gauche|Borussia Dortmund|bundesliga| 2023|20|40|14.50 |0|0|61|4
15.html|rodri|26|1.91|droit|Espagne|Milieu défensif|Manchester City|premier-league| 2027|80|80|84.20 |0|0|39|1
264.html|luke-shaw|27|1.78|gauche|Angleterre|Arrière gauche|Manchester United|premier-league| 2024|28|42|37.50 |0|0|28|3
321.html|tyrone-mings|29|1.96|gauche|Angleterre|Défenseur central|Aston Villa|premier-league| 2026|25|32|33.60 |0|0|17|2
42.html|leroy-sane|27|1.83|gauche|Allemagne|Ailier droit|FC Bayern München|bundesliga| 2025|70|100|101.00 |0|0|50|11
399.html|fabio-carvalho|20|1.70|droit|Portugal|Milieu offensif|FC Liverpool|premier-league| 2027|20|20|5.90 |0|0|4|2
233.html|otavio|28|1.72|droit|Portugal|Milieu droit|FC Porto|liga-portugal| 2025|30|30|2.50 |0|0|11|2
376.html|aleksandr-golovin|26|1.78|droit|Russie|Milieu offensif|AS Monaco|ligue-1| 2024|22|30|30.00 |0|0|45|5
419.html|arthur-theate|22|1.85|gauche|Belgique|Défenseur central|Stade Rennais FC|ligue-1| 2026|20|20|25.75 |0|0|4|0
54.html|ronald-araujo|23|1.88|droit|Uruguay|Défenseur central|FC Barcelone|laliga| 2026|60|60|5.10 |0|0|12|0
225.html|scott-mctominay|26|1.91|droit|Écosse|Milieu défensif|Manchester United|premier-league| 2025|30|35|0.00|0|0|36|1
360.html|vitaliy-mykolenko|23|1.80|gauche|Ukraine|Arrière gauche|FC Everton|premier-league| 2026|22|22|23.50 |0|0|28|1
272.html|steven-bergwijn|25|1.78|droit|Pays-Bas|Ailier gauche|Ajax Amsterdam|eredivisie| 2027|27|35|61.37 |0|0|28|7
337.html|andre-silva|27|1.85|droit|Portugal|Avant-centre|RasenBallsport Leipzig|bundesliga| 2026|24|45|67.80 |0|0|53|19
273.html|david-raum|24|1.80|gauche|Allemagne|Arrière gauche|RasenBallsport Leipzig|bundesliga| 2027|26|26|26.00 |0|0|15|0
336.html|malcom|26|1.71|gauche|Brésil|Ailier droit|Zenit St. Pétersbourg|premier-liga| 2027|24|45|86.00 |0|0|0|0
224.html|diego-carlos|29|1.85|droit|Brésil|Défenseur central|Aston Villa|premier-league| 2026|30|50|47.30 |0|0|0|0
361.html|davide-frattesi|23|1.84|droit|Italie|Milieu central|US Sassuolo|serie-a| 2026|22|22|5.00 |0|0|4|0
418.html|houssem-aouar|24|1.75|droit|France|Milieu central|Olympique Lyonnais|ligue-1| 2023|20|55|0.00|0|0|1|0
55.html|cody-gakpo|23|1.93|droit|Pays-Bas|Ailier gauche|FC Liverpool|premier-league| 2028|60|60|42.00 |0|0|14|6
398.html|oihan-sancet|22|1.88|droit|Espagne|Milieu offensif|Athletic Bilbao|laliga| 2024|20|20|0.300 |0|0|4|0
232.html|joe-gomez|25|1.88|droit|Angleterre|Défenseur central|FC Liverpool|premier-league| 2027|30|42|4.90 |0|1|11|0
377.html|david-raya|27|1.83|droit|Espagne|Gardien de but|FC Brentford|premier-league| 2024|22|22|3.35 |0|0|2|0
43.html|joao-cancelo|28|1.82|droit|Portugal|Arrière droit|FC Bayern München|bundesliga| 2023|70|70|120.40 |0|0|41|7
265.html|roberto-firmino|31|1.81|droit|Brésil|Avant-centre|FC Liverpool|premier-league| 2023|28|90|45.00 |0|1|55|17
320.html|inaki-williams|28|1.86|droit|Ghana|Avant-centre|Athletic Bilbao|laliga| 2028|25|50|0.00|0|0|6|0
459.html|memphis-depay|29|1.78|droit|Pays-Bas|Avant-centre|Atlético de Madrid|laliga| 2025|20|55|53.00 |0|0|86|43
14.html|declan-rice|24|1.88|droit|Angleterre|Milieu défensif|West Ham United|premier-league| 2024|80|80|0.00|0|0|39|2
137.html|youri-tielemans|25|1.76|droit|Belgique|Milieu central|Leicester City|premier-league| 2023|40|55|70.00 |0|0|58|5
422.html|pervis-estupinan|25|1.75|gauche|Équateur|Arrière gauche|Brighton &amp; Hove Albion|premier-league| 2027|20|20|34.70 |0|0|31|3
4.html|phil-foden|22|1.71|gauche|Angleterre|Ailier gauche|Manchester City|premier-league| 2027|110|110|0.00|0|0|22|3
80.html|romelu-lukaku|29|1.91|gauche|Belgique|Avant-centre|Inter Milan|serie-a| 2023|55|100|333.36 |0|0|104|68
249.html|tyrick-mitchell|23|1.75|gauche|Angleterre|Arrière gauche|Crystal Palace|premier-league| 2025|28|28|0.00|0|0|2|0
160.html|giovanni-reyna|20|1.85|droit|États-Unis|Milieu offensif|Borussia Dortmund|bundesliga| 2025|35|42|0.00|0|0|16|4
38.html|trent-alexander-arnold|24|1.80|droit|Angleterre|Arrière droit|FC Liverpool|premier-league| 2025|70|110|0.00|0|1|18|1
475.html|dwight-mcneil|23|1.83|gauche|Angleterre|Ailier gauche|FC Everton|premier-league| 2027|18|25|17.00 |0|0|10|0
176.html|benjamin-pavard|26|1.86|droit|France|Arrière droit|FC Bayern München|bundesliga| 2024|35|45|40.00 |1|1|47|2
199.html|joelinton|26|1.86|droit|Brésil|Milieu offensif|Newcastle United|premier-league| 2025|32|35|46.80 |0|0|4|2
463.html|matthias-ginter|29|1.91|droit|Allemagne|Défenseur central|SC Fribourg|bundesliga| 2027|20|35|27.00 |1|0|48|2
208.html|edmond-tapsoba|24|1.94|droit|Burkina Faso|Défenseur central|Bayer 04 Leverkusen|bundesliga| 2026|30|40|20.20 |0|0|32|0
121.html|mykhaylo-mudryk|22|1.75|droit|Ukraine|Ailier gauche|Chelsea FC|premier-league| 2031|40|40|70.00 |0|0|8|0
79.html|fabinho|29|1.88|droit|Brésil|Milieu défensif|FC Liverpool|premier-league| 2026|55|70|51.50 |0|1|29|0
96.html|gianluigi-donnarumma|24|1.96|droit|Italie|Gardien de but|Paris Saint-Germain|ligue-1| 2026|50|65|0.250 |0|0|50|0
434.html|borna-sosa|25|1.87|gauche|Croatie|Arrière gauche|VfB Stuttgart|bundesliga| 2025|20|23|6.00 |0|0|13|1
443.html|miguel-almiron|29|1.74|gauche|Paraguay|Ailier droit|Newcastle United|premier-league| 2026|20|20|32.30 |0|0|48|6
156.html|aymeric-laporte|28|1.89|gauche|Espagne|Défenseur central|Manchester City|premier-league| 2025|38|75|65.00 |0|0|19|1
290.html|juan-foyth|25|1.87|droit|Argentine|Arrière droit|Villarreal CF|laliga| 2026|25|25|25.50 |1|0|17|0
414.html|pascal-struijk|23|1.90|gauche|Pays-Bas|Défenseur central|Leeds United|premier-league| 2027|20|20|0.00|0|0|3|0
101.html|marco-verratti|30|1.65|droit|Italie|Milieu central|Paris Saint-Germain|ligue-1| 2026|50|75|12.00 |0|0|51|3
59.html|cristian-romero|24|1.85|droit|Argentine|Défenseur central|Tottenham Hotspur|premier-league| 2027|60|60|105.06 |1|0|19|1
382.html|adam-webster|28|1.90|droit|Angleterre|Défenseur central|Brighton &amp; Hove Albion|premier-league| 2026|22|22|27.17 |0|0|5|0
228.html|dominic-calvert-lewin|25|1.89|droit|Angleterre|Avant-centre|FC Everton|premier-league| 2025|30|45|1.80 |0|0|11|4
402.html|matheus-cunha|23|1.84|droit|Brésil|Avant-centre|Wolverhampton Wanderers|premier-league| 2023|20|32|63.00 |0|0|8|0
117.html|pierre-emile-hojbjerg|27|1.85|droit|Danemark|Milieu central|Tottenham Hotspur|premier-league| 2025|45|45|32.60 |0|0|63|5
394.html|ederson|23|1.83|droit|Brésil|Milieu central|Atalanta BC|serie-a| 2026|20|20|28.20 |0|0|1|0
455.html|ben-davies|29|1.81|gauche|Pays de Galles|Arrière gauche|Tottenham Hotspur|premier-league| 2025|20|25|12.65 |0|0|77|1
140.html|nabil-fekir|29|1.73|gauche|France|Milieu offensif|Real Betis Balompié|laliga| 2026|40|70|19.75 |1|0|25|2
18.html|bernardo-silva|28|1.73|gauche|Portugal|Milieu offensif|Manchester City|premier-league| 2025|80|100|65.75 |0|0|78|8
269.html|aleksandar-mitrovi%C4%87|28|1.89|droit|Serbie|Avant-centre|FC Fulham|premier-league| 2026|28|28|48.80 |0|0|79|52
286.html|tino-livramento|20|1.73|droit|Angleterre|Arrière droit|FC Southampton|premier-league| 2026|25|25|5.90 |0|0|5|0
63.html|theo-hernandez|25|1.84|gauche|France|Arrière gauche|AC Milan|serie-a| 2026|60|60|46.80 |0|1|13|2
8.html|federico-valverde|24|1.82|droit|Uruguay|Milieu central|Real Madrid|laliga| 2027|100|100|5.00 |0|1|47|4
357.html|nahuel-molina|24|1.75|droit|Argentine|Arrière droit|Atlético de Madrid|laliga| 2027|22|22|20.00 |1|0|27|1
212.html|eberechi-eze|24|1.78|droit|Angleterre|Milieu offensif|Crystal Palace|premier-league| 2025|30|30|17.80 |0|0|8|1
34.html|alphonso-davies|22|1.85|gauche|Canada|Arrière gauche|FC Bayern München|bundesliga| 2025|70|80|14.00 |0|1|36|13
496.html|gerson|25|1.84|gauche|Brésil|Milieu central|Clube Regatas Flamengo|carioca-taca-guanabara| 2027|18|22|67.19 |0|0|4|0
183.html|gerard-moreno|30|1.80|gauche|Espagne|Avant-centre|Villarreal CF|laliga| 2027|35|40|21.50 |0|0|17|5
479.html|nuno-tavares|23|1.83|gauche|Portugal|Arrière gauche|Olympique de Marseille|ligue-1| 2023|18|18|8.00 |0|0|9|1
300.html|leon-bailey|25|1.78|gauche|Jamaïque|Ailier gauche|Aston Villa|premier-league| 2025|25|45|50.10 |0|0|18|3
245.html|riyad-mahrez|32|1.79|gauche|Algérie|Ailier droit|Manchester City|premier-league| 2025|30|60|68.30 |0|0|76|26
480.html|neco-williams|21|1.83|droit|Pays de Galles|Arrière droit|Nottingham Forest|premier-league| 2026|18|18|20.00 |0|0|26|2
22.html|antony|23|1.72|gauche|Brésil|Ailier droit|Manchester United|premier-league| 2027|75|75|110.75 |0|0|15|2
195.html|robert-sanchez|25|1.97|droit|Espagne|Gardien de but|Brighton &amp; Hove Albion|premier-league| 2025|32|32|0.00|0|0|2|0
316.html|unai-simon|25|1.90|droit|Espagne|Gardien de but|Athletic Bilbao|laliga| 2025|25|30|0.00|0|0|31|0
253.html|tanguy-ndombele|26|1.81|droit|France|Milieu central|SSC Napoli|serie-a| 2023|28|65|73.92 |0|0|7|0
75.html|james-maddison|26|1.75|droit|Angleterre|Milieu offensif|Leicester City|premier-league| 2024|55|60|27.65 |0|0|1|0
438.html|donny-van-de-beek|25|1.84|droit|Pays-Bas|Milieu central|Manchester United|premier-league| 2025|20|55|39.00 |0|0|19|3
341.html|eljif-elmas|23|1.82|droit|Macédoine du Nord|Milieu central|SSC Napoli|serie-a| 2025|23|24|16.38 |0|0|46|9
204.html|oleksandr-zinchenko|26|1.75|gauche|Ukraine|Arrière gauche|FC Arsenal|premier-league| 2026|32|32|37.25 |0|0|52|8
126.html|martin-zubimendi|24|1.81|droit|Espagne|Milieu défensif|Real Sociedad|laliga| 2027|40|40|0.00|0|0|1|0
433.html|nikola-vlasic|25|1.78|droit|Croatie|Milieu offensif|Torino FC|serie-a| 2023|20|30|63.80 |0|0|48|7
91.html|sandro-tonali|22|1.81|droit|Italie|Milieu défensif|AC Milan|serie-a| 2027|50|50|19.50 |0|0|12|0
171.html|ibrahim-sangare|25|1.91|droit|Côte d'Ivoire|Milieu défensif|PSV Eindhoven|eredivisie| 2027|35|35|7.00 |0|0|24|5
29.html|bruno-fernandes|28|1.79|droit|Portugal|Milieu offensif|Manchester United|premier-league| 2026|75|90|82.24 |0|0|53|13
464.html|marcel-sabitzer|28|1.77|droit|Autriche|Milieu central|Manchester United|premier-league| 2023|20|42|17.35 |0|0|68|12
258.html|emiliano-buendia|26|1.72|droit|Argentine|Ailier droit|Aston Villa|premier-league| 2026|28|35|39.90 |0|0|1|0
167.html|giacomo-raspadori|23|1.72|ambidextre|Italie|Deuxième attaquant|SSC Napoli|serie-a| 2023|35|35|5.00 |0|0|17|5
188.html|jorginho|31|1.78|droit|Italie|Milieu défensif|FC Arsenal|premier-league| 2024|35|65|77.80 |0|1|46|5
472.html|elye-wahi|20|1.84|droit|France|Avant-centre|Montpellier Hérault SC|ligue-1| 2025|18|18|0.00|0|0|3|1
130.html|ferland-mendy|27|1.80|gauche|France|Arrière gauche|Real Madrid|laliga| 2025|40|50|53.00 |0|1|9|0
68.html|milan-skriniar|28|1.88|droit|Slovaquie|Défenseur central|Inter Milan|serie-a| 2023|60|65|39.20 |0|0|58|3
87.html|joao-felix|23|1.81|droit|Portugal|Deuxième attaquant|Chelsea FC|premier-league| 2023|50|100|138.20 |0|0|28|4
3.html|jude-bellingham|19|1.86|droit|Angleterre|Milieu central|Borussia Dortmund|bundesliga| 2025|110|110|25.00 |0|0|22|1
425.html|donyell-malen|24|1.78|droit|Pays-Bas|Ailier gauche|Borussia Dortmund|bundesliga| 2026|20|30|30.60 |0|0|19|4
219.html|brenden-aaronson|22|1.77|droit|États-Unis|Milieu offensif|Leeds United|premier-league| 2027|30|30|45.54 |0|0|28|6
13.html|rodrygo|22|1.74|droit|Brésil|Ailier droit|Real Madrid|laliga| 2025|80|80|45.00 |0|1|12|1
262.html|konrad-laimer|25|1.80|droit|Autriche|Milieu central|RasenBallsport Leipzig|bundesliga| 2023|28|30|7.00 |0|0|24|2
327.html|ruben-loftus-cheek|27|1.91|droit|Angleterre|Milieu central|Chelsea FC|premier-league| 2024|25|30|0.00|0|0|10|0
409.html|andreas-skov-olsen|23|1.87|gauche|Danemark|Milieu droit|Club Brugge KV|jupiler-pro-league| 2026|20|20|12.40 |0|0|25|8
44.html|marquinhos|28|1.83|droit|Brésil|Défenseur central|Paris Saint-Germain|ligue-1| 2024|70|75|38.60 |0|0|76|5
235.html|paulo-dybala|29|1.77|gauche|Argentine|Deuxième attaquant|AS Roma|serie-a| 2025|30|110|52.90 |1|0|36|3
370.html|rico-henry|25|1.70|gauche|Angleterre|Arrière gauche|FC Brentford|premier-league| 2026|22|22|1.80 |0|0|3|0
52.html|bruno-guimaraes|25|1.82|droit|Brésil|Milieu défensif|Newcastle United|premier-league| 2026|60|60|62.10 |0|0|10|1
223.html|joe-willock|23|1.86|droit|Angleterre|Milieu central|Newcastle United|premier-league| 2027|30|30|29.40 |0|0|4|0
389.html|mathys-tel|17|1.83|droit|France|Avant-centre|FC Bayern München|bundesliga| 2025|20|20|20.00 |0|0|6|5
366.html|che-adams|26|1.79|droit|Écosse|Avant-centre|FC Southampton|premier-league| 2024|22|22|18.90 |0|0|22|6
448.html|joaquin-correa|28|1.88|droit|Argentine|Deuxième attaquant|Inter Milan|serie-a| 2025|20|38|74.05 |0|0|19|4
274.html|danilo|21|1.77|gauche|Brésil|Milieu défensif|Nottingham Forest|premier-league| 2029|25|25|20.10 |0|0|0|0
331.html|giovanni-di-lorenzo|29|1.83|droit|Italie|Arrière droit|SSC Napoli|serie-a| 2026|25|25|8.66 |0|0|25|3
346.html|rayan-ait-nouri|21|1.80|gauche|Algérie|Arrière gauche|Wolverhampton Wanderers|premier-league| 2026|22|22|11.10 |0|0|5|0
203.html|goncalo-guedes|26|1.79|droit|Portugal|Ailier gauche|SL Benfica|liga-portugal| 2023|32|40|102.60 |0|0|32|7
72.html|richarlison|25|1.84|droit|Brésil|Avant-centre|Tottenham Hotspur|premier-league| 2027|55|65|111.98 |0|0|42|20
311.html|marcus-edwards|24|1.68|gauche|Angleterre|Ailier droit|Sporting CP|liga-portugal| 2026|25|25|7.50 |0|0|8|2
254.html|bryan-mbeumo|23|1.71|gauche|Cameroun|Ailier droit|FC Brentford|premier-league| 2026|28|28|6.50 |0|0|7|0
