#Id|nom|age|taille|pied|nationalite|position|club|ligue|fin_contrat|valeur_actuelle|valeur_max|montant_transfert|CDM|LDC|nb_selections|nb_buts
216.html|charles-de-ketelaere|21|1.92|gauche|Belgique|Milieu offensif|AC Milan|serie-a| 2027|30|30|32.00 |0|0|11|1
353.html|david-neres|25|1.76|gauche|Brésil|Ailier droit|SL Benfica|liga-portugal| 2027|22|45|44.70 |0|0|7|1
88.html|dejan-kulusevski|22|1.86|gauche|Suède|Ailier droit|Tottenham Hotspur|premier-league| 2023|50|50|49.50 |0|0|27|2
67.html|kingsley-coman|26|1.81|droit|France|Ailier droit|FC Bayern München|bundesliga| 2027|60|65|28.00 |0|1|46|5
282.html|youssouf-fofana|24|1.85|droit|France|Milieu central|AS Monaco|ligue-1| 2024|25|25|15.00 |0|0|8|0
328.html|federico-dimarco|25|1.75|gauche|Italie|Arrière gauche|Inter Milan|serie-a| 2026|25|25|8.91 |0|0|8|1
144.html|antonio-rudiger|29|1.90|droit|Allemagne|Défenseur central|Real Madrid|laliga| 2026|40|50|48.00 |0|1|57|2
451.html|bryan-cristante|27|1.86|droit|Italie|Milieu défensif|AS Roma|serie-a| 2024|20|25|41.70 |0|0|29|2
390.html|odilon-kossounou|22|1.91|droit|Côte d'Ivoire|Défenseur central|Bayer 04 Leverkusen|bundesliga| 2026|20|23|26.85 |0|0|16|0
113.html|lorenzo-pellegrini|26|1.86|ambidextre|Italie|Milieu offensif|AS Roma|serie-a| 2026|45|45|11.25 |0|0|23|5
406.html|kiernan-dewsbury-hall|24|1.78|gauche|Angleterre|Milieu central|Leicester City|premier-league| 2027|20|20|0.00|0|0||
369.html|nicolas-pepe|27|1.83|gauche|Côte d'Ivoire|Ailier droit|OGC Nice|ligue-1| 2023|22|75|98.00 |0|0|35|9
386.html|lucas-digne|29|1.78|gauche|France|Arrière gauche|Aston Villa|premier-league| 2026|22|35|84.20 |0|0|46|0
105.html|jonathan-david|23|1.75|ambidextre|Canada|Avant-centre|LOSC Lille|ligue-1| 2025|45|50|27.00 |0|0|37|22
410.html|pedro|25|1.85|droit|Brésil|Avant-centre|Clube Regatas Flamengo|carioca-taca-guanabara| 2027|20|20|26.00 |0|0|4|1
294.html|morgan-gibbs-white|23|1.78|droit|Angleterre|Milieu offensif|Nottingham Forest|premier-league| 2027|25|25|29.50 |0|0|10|1
152.html|ben-chilwell|26|1.80|gauche|Angleterre|Arrière gauche|Chelsea FC|premier-league| 2025|38|50|50.20 |0|1|17|1
447.html|breel-embolo|26|1.87|droit|Suisse|Avant-centre|AS Monaco|ligue-1| 2026|20|22|50.00 |0|0|63|13
92.html|moussa-diaby|23|1.70|gauche|France|Ailier gauche|Bayer 04 Leverkusen|bundesliga| 2025|50|60|15.00 |0|0|8|0
430.html|naby-keita|28|1.72|droit|Guinée|Milieu central|FC Liverpool|premier-league| 2023|20|65|91.25 |0|1|50|11
125.html|gabriel-magalhaes|25|1.90|gauche|Brésil|Défenseur central|FC Arsenal|premier-league| 2027|40|40|29.00 |0|0|0|0
349.html|illan-meslier|22|1.97|gauche|France|Gardien de but|Leeds United|premier-league| 2026|22|22|6.50 |0|0|9|0
467.html|toni-kroos|33|1.83|droit|Allemagne|Milieu central|Real Madrid|laliga| 2023|20|80|27.30 |1|5|106|17
488.html|claudinho|26|1.70|droit|Brésil|Milieu offensif|Zenit St. Pétersbourg|premier-liga| 2027|18|18|12.50 |0|0|0|0
172.html|carlos-soler|26|1.80|droit|Espagne|Milieu central|Paris Saint-Germain|ligue-1| 2027|35|50|18.00 |0|0|14|4
471.html|kamaldeen-sulemana|21|1.75|droit|Ghana|Ailier gauche|FC Southampton|premier-league| 2027|18|20|42.00 |0|0|15|0
164.html|dominik-szoboszlai|22|1.87|droit|Hongrie|Milieu offensif|RasenBallsport Leipzig|bundesliga| 2026|35|35|22.50 |0|0|28|6
308.html|kyle-walker-peters|25|1.73|droit|Angleterre|Arrière droit|FC Southampton|premier-league| 2025|25|25|13.30 |0|0|2|0
426.html|christoph-baumgartner|23|1.80|droit|Autriche|Milieu offensif|TSG 1899 Hoffenheim|bundesliga| 2025|20|22|0.00|0|0|25|7
84.html|william-saliba|21|1.92|droit|France|Défenseur central|FC Arsenal|premier-league| 2024|50|50|30.00 |0|0|8|0
0.html|kylian-mbappe|24|1.78|droit|France|Avant-centre|Paris Saint-Germain|ligue-1| 2025|180|200|180.00 |1|0|66|36
133.html|allan-saint-maximin|25|1.73|droit|France|Ailier gauche|Newcastle United|premier-league| 2026|40|40|33.00 |0|0|7|0
10.html|aurelien-tchouameni|23|1.87|droit|France|Milieu défensif|Real Madrid|laliga| 2028|90|90|98.00 |0|0|21|2
148.html|amine-gouiri|23|1.81|droit|France|Avant-centre|Stade Rennais FC|ligue-1| 2027|38|50|35.00 |0|0|24|11
324.html|reinildo-mandava|29|1.80|gauche|Mozambique|Arrière gauche|Atlético de Madrid|laliga| 2025|25|25|6.00 |0|0|35|2
261.html|joao-palhinha|27|1.90|droit|Portugal|Milieu défensif|FC Fulham|premier-league| 2027|28|28|20.04 |0|0|18|2
47.html|wesley-fofana|22|1.86|droit|France|Défenseur central|Chelsea FC|premier-league| 2029|65|65|115.40 |0|0|5|0
373.html|said-benrahma|27|1.72|droit|Algérie|Ailier gauche|West Ham United|premier-league| 2026|22|25|29.20 |0|0|17|1
236.html|thomas-lemar|27|1.71|gauche|France|Milieu offensif|Atlético de Madrid|laliga| 2027|30|70|76.00 |1|0|27|4
51.html|nuno-mendes|20|1.83|gauche|Portugal|Arrière gauche|Paris Saint-Germain|ligue-1| 2026|60|60|45.00 |0|0|18|0
109.html|kalvin-phillips|27|1.79|droit|Angleterre|Milieu défensif|Manchester City|premier-league| 2028|45|50|49.00 |0|0|25|0
365.html|giovani-lo-celso|26|1.77|gauche|Argentine|Milieu central|Villarreal CF|laliga| 2023|22|50|83.00 |0|0|41|2
220.html|nicolo-zaniolo|23|1.90|gauche|Italie|Milieu offensif|Galatasaray|super-lig| 2027|30|55|23.55 |0|0|11|2
298.html|boubacar-kamara|23|1.84|droit|France|Milieu défensif|Aston Villa|premier-league| 2027|25|37|0.00|0|0|3|0
332.html|alvaro-morata|30|1.89|droit|Espagne|Avant-centre|Atlético de Madrid|laliga| 2024|25|65|189.00 |0|2|61|30
277.html|piero-hincapie|21|1.83|gauche|Équateur|Défenseur central|Bayer 04 Leverkusen|bundesliga| 2027|25|25|7.70 |0|0|24|1
155.html|thomas-partey|29|1.85|droit|Ghana|Milieu défensif|FC Arsenal|premier-league| 2025|38|50|50.00 |0|0|43|13
440.html|sergio-reguilon|26|1.78|gauche|Espagne|Arrière gauche|Atlético de Madrid|laliga| 2023|20|28|30.00 |0|0|6|0
339.html|goncalo-inacio|21|1.85|gauche|Portugal|Défenseur central|Sporting CP|liga-portugal| 2026|23|23|0.00|0|0|0|0
293.html|edouard-mendy|30|1.94|droit|Sénégal|Gardien de but|Chelsea FC|premier-league| 2025|25|32|31.60 |0|1|29|0
102.html|lionel-messi|35|1.70|gauche|Argentine|Ailier droit|Paris Saint-Germain|ligue-1| 2023|50|180|0.00|1|4|172|98
417.html|samuel-chukwueze|23|1.72|gauche|Nigeria|Ailier droit|Villarreal CF|laliga| 2024|20|30|0.500 |0|0|24|4
381.html|xaver-schlager|25|1.74|gauche|Autriche|Milieu central|RasenBallsport Leipzig|bundesliga| 2026|22|27|24.00 |0|0|33|3
114.html|tomas-soucek|27|1.92|droit|Tchéquie|Milieu défensif|West Ham United|premier-league| 2024|45|45|20.70 |0|0|56|9
401.html|max-kilman|25|1.94|gauche|Angleterre|Défenseur central|Wolverhampton Wanderers|premier-league| 2026|20|20|0.00|0|0||
378.html|dean-henderson|25|1.88|droit|Angleterre|Gardien de but|Nottingham Forest|premier-league|2023|22|22|0.00|0|0|1|0
397.html|giorgio-scalvini|19|1.94|droit|Italie|Défenseur central|Atalanta BC|serie-a| 2027|20|20|0.00|0|0|3|0
143.html|jan-oblak|30|1.88|droit|Slovénie|Gardien de but|Atlético de Madrid|laliga| 2028|40|100|20.00 |0|0|54|0
456.html|nico-elvedi|26|1.89|droit|Suisse|Défenseur central|Borussia Mönchengladbach|bundesliga| 2024|20|35|4.00 |0|0|43|1
285.html|yunus-musah|20|1.78|droit|États-Unis|Milieu central|FC Valencia|laliga| 2026|25|25|0.00|0|0|23|0
60.html|mikel-oyarzabal|25|1.81|gauche|Espagne|Ailier gauche|Real Sociedad|laliga| 2028|60|70|0.00|0|0|21|6
138.html|ruben-neves|25|1.80|droit|Portugal|Milieu défensif|Wolverhampton Wanderers|premier-league| 2024|40|50|17.90 |0|0|37|0
211.html|fabio-vieira|22|1.70|gauche|Portugal|Milieu offensif|FC Arsenal|premier-league| 2027|30|30|35.00 |0|0|22|13
354.html|nathan-collins|21|1.93|droit|Irlande|Défenseur central|Wolverhampton Wanderers|premier-league| 2027|22|22|38.30 |0|0|10|1
180.html|mike-maignan|27|1.91|droit|France|Gardien de but|AC Milan|serie-a| 2026|35|35|16.30 |0|0|5|0
495.html|ben-godfrey|25|1.84|droit|Angleterre|Défenseur central|FC Everton|premier-league| 2025|18|25|30.45 |0|0|2|0
37.html|matthijs-de-ligt|23|1.89|droit|Pays-Bas|Défenseur central|FC Bayern München|bundesliga| 2027|70|75|152.50 |0|0|40|2
246.html|leandro-trossard|28|1.72|droit|Belgique|Ailier gauche|FC Arsenal|premier-league| 2026|30|30|39.56 |0|0|24|5
303.html|nayef-aguerd|26|1.88|gauche|Maroc|Défenseur central|West Ham United|premier-league| 2027|25|25|40.62 |0|0|30|1
196.html|harvey-barnes|25|1.82|droit|Angleterre|Ailier gauche|Leicester City|premier-league| 2025|32|35|0.00|0|0|1|0
21.html|kevin-de-bruyne|31|1.81|droit|Belgique|Milieu offensif|Manchester City|premier-league| 2025|80|150|106.45 |0|0|97|25
483.html|manuel-ugarte|21|1.82|droit|Uruguay|Milieu défensif|Sporting CP|liga-portugal| 2026|18|18|10.60 |0|0|6|0
179.html|marcos-llorente|28|1.84|droit|Espagne|Milieu central|Atlético de Madrid|laliga| 2027|35|80|30.00 |0|1|18|0
250.html|mohamed-simakan|22|1.87|droit|France|Défenseur central|RasenBallsport Leipzig|bundesliga| 2027|28|28|15.00 |0|0|1|0
315.html|davide-calabria|26|1.76|droit|Italie|Arrière droit|AC Milan|serie-a| 2025|25|25|0.00|0|0|7|0
99.html|virgil-van-dijk|31|1.93|droit|Pays-Bas|Défenseur central|FC Liverpool|premier-league| 2025|50|100|103.10 |0|1|54|6
76.html|marc-cucurella|24|1.73|gauche|Espagne|Arrière gauche|Chelsea FC|premier-league| 2028|55|55|101.10 |0|0|1|0
207.html|armando-broja|21|1.91|droit|Albanie|Avant-centre|Chelsea FC|premier-league| 2028|30|30|0.00|0|0|17|4
342.html|rafa-silva|29|1.72|droit|Portugal|Deuxième attaquant|SL Benfica|liga-portugal| 2024|23|30|16.50 |0|0|25|0
335.html|ilkay-gundogan|32|1.80|droit|Allemagne|Milieu central|Manchester City|premier-league| 2023|25|50|33.35 |0|0|66|17
270.html|roger-ibanez|24|1.86|droit|Brésil|Défenseur central|AS Roma|serie-a| 2025|27|27|13.30 |0|0|1|0
159.html|harvey-elliott|19|1.70|gauche|Angleterre|Milieu offensif|FC Liverpool|premier-league| 2027|35|35|1.70 |0|0|3|0
362.html|ryan-sessegnon|22|1.78|gauche|Angleterre|Milieu gauche|Tottenham Hotspur|premier-league| 2025|22|35|27.00 |0|0|18|1
227.html|brais-mendez|26|1.84|gauche|Espagne|Milieu offensif|Real Sociedad|laliga| 2028|30|30|14.00 |0|0|4|1
56.html|jules-kounde|24|1.80|droit|France|Défenseur central|FC Barcelone|laliga| 2027|60|60|85.00 |0|0|18|0
374.html|mattia-zaccagni|27|1.77|droit|Italie|Ailier gauche|Lazio Rome|serie-a| 2025|22|22|7.31 |0|0|1|0
231.html|manuel-locatelli|25|1.85|droit|Italie|Milieu défensif|Juventus Turin|serie-a| 2026|30|35|44.00 |0|0|24|3
40.html|nicolo-barella|26|1.75|droit|Italie|Milieu central|Inter Milan|serie-a| 2026|70|70|44.50 |0|0|42|8
118.html|robert-lewandowski|34|1.85|droit|Pologne|Avant-centre|FC Barcelone|laliga| 2026|45|90|50.15 |0|1|138|78
323.html|alex-iwobi|26|1.83|droit|Nigeria|Milieu offensif|FC Everton|premier-league| 2024|25|32|30.40 |0|0|58|10
289.html|jeremie-frimpong|22|1.71|droit|Pays-Bas|Arrière droit|Bayer 04 Leverkusen|bundesliga| 2025|25|25|11.38 |0|0|0|0
266.html|jordan-pickford|28|1.85|gauche|Angleterre|Gardien de but|FC Everton|premier-league| 2027|28|40|28.50 |0|0|50|0
17.html|christopher-nkunku|25|1.78|droit|France|Deuxième attaquant|RasenBallsport Leipzig|bundesliga| 2026|80|80|13.00 |0|0|8|0
358.html|ezri-konsa|25|1.83|droit|Angleterre|Défenseur central|Aston Villa|premier-league| 2026|22|25|16.15 |0|0|7|1
7.html|bukayo-saka|21|1.78|gauche|Angleterre|Ailier droit|FC Arsenal|premier-league| 2024|100|100|0.00|0|0|24|7
83.html|julian-alvarez|23|1.70|droit|Argentine|Avant-centre|Manchester City|premier-league| 2027|50|50|21.40 |1|0|19|7
421.html|moise-kean|22|1.83|droit|Italie|Avant-centre|Juventus Turin|serie-a| 2025|20|40|64.50 |0|0|12|4
134.html|angel-correa|27|1.71|droit|Argentine|Ailier droit|Atlético de Madrid|laliga| 2026|40|45|10.50 |1|0|23|3
476.html|sofiane-diop|22|1.75|droit|France|Ailier gauche|OGC Nice|ligue-1| 2027|18|20|22.00 |0|0|11|4
499.html|umar-sadiq|26|1.91|droit|Nigeria|Avant-centre|Real Sociedad|laliga| 2028|18|18|33.85 |0|0|7|1
163.html|amadou-onana|21|1.95|droit|Belgique|Milieu défensif|FC Everton|premier-league| 2027|35|35|47.60 |0|0|4|0
319.html|amir-rrahmani|29|1.92|ambidextre|Kosovo|Défenseur central|SSC Napoli|serie-a| 2024|25|25|17.90 |0|0|48|6
460.html|matteo-politano|29|1.71|gauche|Italie|Ailier droit|SSC Napoli|serie-a| 2025|20|30|58.90 |0|0|8|3
175.html|arnaut-danjuma|26|1.78|droit|Pays-Bas|Ailier gauche|Tottenham Hotspur|premier-league| 2023|35|50|45.76 |0|0|6|2
437.html|demarai-gray|26|1.83|droit|Angleterre|Ailier gauche|FC Everton|premier-league| 2024|20|22|9.10 |0|0|0|0
95.html|frenkie-de-jong|25|1.81|droit|Pays-Bas|Milieu central|FC Barcelone|laliga| 2026|50|90|86.00 |0|0|50|2
122.html|bremer|25|1.88|droit|Brésil|Défenseur central|Juventus Turin|serie-a| 2027|40|40|46.89 |0|0|3|0
436.html|wout-faes|24|1.87|droit|Belgique|Défenseur central|Leicester City|premier-league| 2027|20|20|17.30 |0|0|1|0
94.html|mikel-merino|26|1.89|gauche|Espagne|Milieu central|Real Sociedad|laliga| 2025|50|50|25.75 |0|0|11|0
123.html|anthony-gordon|22|1.82|droit|Angleterre|Ailier gauche|Newcastle United|premier-league||40|40|45.60 |0|0|7|4
461.html|wissam-ben-yedder|32|1.70|ambidextre|France|Avant-centre|AS Monaco|ligue-1| 2024|20|50|49.50 |0|0|19|3
174.html|ibrahima-konate|23|1.94|droit|France|Défenseur central|FC Liverpool|premier-league| 2026|35|45|40.00 |0|0|7|0
318.html|gregor-kobel|25|1.94|droit|Suisse|Gardien de but|Borussia Dortmund|bundesliga| 2026|25|25|22.99 |0|0|4|0
477.html|xavi-simons|19|1.79|droit|Pays-Bas|Milieu offensif|PSV Eindhoven|eredivisie| 2027|18|18|0.00|0|0|1|0
498.html|konstantinos-tsimikas|26|1.79|gauche|Grèce|Arrière gauche|FC Liverpool|premier-league| 2025|18|18|13.04 |0|0|24|0
162.html|karim-adeyemi|21|1.80|gauche|Allemagne|Ailier gauche|Borussia Dortmund|bundesliga| 2027|35|35|40.10 |0|0|4|1
82.html|eduardo-camavinga|20|1.82|gauche|France|Milieu central|Real Madrid|laliga| 2027|50|60|31.00 |0|1|6|1
6.html|jamal-musiala|20|1.84|droit|Allemagne|Milieu offensif|FC Bayern München|bundesliga| 2026|100|100|0.200 |0|1|20|1
420.html|patson-daka|24|1.83|droit|Zambie|Avant-centre|Leicester City|premier-league| 2026|20|22|30.25 |0|0|31|9
135.html|rodrigo-de-paul|28|1.80|droit|Argentine|Milieu central|Atlético de Madrid|laliga| 2026|40|40|51.55 |1|0|51|2
359.html|ismaila-sarr|25|1.85|droit|Sénégal|Ailier droit|FC Watford|championship| 2024|22|30|47.00 |0|0|52|11
16.html|dusan-vlahovic|23|1.90|gauche|Serbie|Avant-centre|Juventus Turin|serie-a| 2026|80|85|84.80 |0|0|19|10
322.html|enes-unal|25|1.87|droit|Turquie|Avant-centre|FC Getafe|laliga| 2025|25|25|27.40 |0|0|30|3
288.html|hugo-guillamon|23|1.78|droit|Espagne|Milieu défensif|FC Valencia|laliga| 2026|25|25|0.00|0|0|3|1
267.html|emiliano-martinez|30|1.95|droit|Argentine|Gardien de but|Aston Villa|premier-league| 2027|28|35|18.90 |1|0|26|0
41.html|jack-grealish|27|1.80|droit|Angleterre|Ailier gauche|Manchester City|premier-league| 2027|70|100|117.50 |0|0|29|2
119.html|alexis-mac-allister|24|1.74|droit|Argentine|Milieu central|Brighton &amp; Hove Albion|premier-league| 2025|42|42|8.00 |1|0|14|1
375.html|viktor-tsygankov|25|1.78|gauche|Ukraine|Ailier droit|Girona FC|laliga| 2027|22|25|5.00 |0|0|43|7
230.html|manuel-akanji|27|1.88|droit|Suisse|Défenseur central|Manchester City|premier-league| 2027|30|40|39.70 |0|0|47|2
57.html|eder-militao|25|1.86|droit|Brésil|Défenseur central|Real Madrid|laliga| 2025|60|60|57.00 |0|1|27|1
363.html|hamed-junior-traore|23|1.77|droit|Côte d'Ivoire|Milieu offensif|AFC Bournemouth|premier-league| 2023|22|22|16.00 |0|0|4|0
226.html|gianluca-scamacca|24|1.95|droit|Italie|Avant-centre|West Ham United|premier-league| 2027|30|30|40.37 |0|0|9|0
158.html|pierre-kalulu|22|1.82|droit|France|Défenseur central|AC Milan|serie-a| 2027|35|35|1.29 |0|0|1|0
334.html|christian-eriksen|31|1.82|droit|Danemark|Milieu central|Manchester United|premier-league| 2025|25|100|42.65 |0|0|120|39
271.html|orkun-kokcu|22|1.75|ambidextre|Turquie|Milieu central|Feyenoord Rotterdam|eredivisie| 2025|27|27|0.40 |0|0|18|1
206.html|wilfried-zaha|30|1.80|droit|Côte d'Ivoire|Ailier gauche|Crystal Palace|premier-league| 2023|32|55|17.35 |0|0|30|5
343.html|domenico-berardi|28|1.83|gauche|Italie|Ailier droit|US Sassuolo|serie-a| 2027|23|35|14.50 |0|0|24|6
98.html|lucas-hernandez|27|1.84|gauche|France|Défenseur central|FC Bayern München|bundesliga| 2024|50|70|80.00 |1|1|33|0
77.html|marcus-rashford|25|1.85|droit|Angleterre|Ailier gauche|Manchester United|premier-league| 2024|55|85|0.00|0|0|51|15
251.html|jesper-lindstrom|22|1.82|droit|Danemark|Milieu offensif|Eintracht Frankfurt|bundesliga| 2026|28|28|7.00 |0|0|9|1
314.html|borja-iglesias|30|1.87|droit|Espagne|Avant-centre|Real Betis Balompié|laliga| 2026|25|28|38.00 |0|0|1|0
197.html|evan-ndicka|23|1.92|gauche|France|Défenseur central|Eintracht Frankfurt|bundesliga| 2023|32|32|5.50 |0|0|1|0
20.html|mohamed-salah|30|1.75|gauche|Égypte|Ailier droit|FC Liverpool|premier-league| 2025|80|150|81.00 |0|1|83|45
482.html|aaron-wan-bissaka|25|1.83|droit|Angleterre|Arrière droit|Manchester United|premier-league| 2024|18|40|55.00 |0|0|3|0
178.html|franck-kessie|26|1.83|droit|Côte d'Ivoire|Milieu central|FC Barcelone|laliga| 2026|35|55|33.50 |0|0|60|7
247.html|yannick-carrasco|29|1.81|droit|Belgique|Ailier gauche|Atlético de Madrid|laliga| 2024|30|40|72.45 |0|0|62|8
302.html|tete|23|1.75|gauche|Brésil|Ailier droit|Leicester City|premier-league| 2023|25|28|15.00 |0|0|2|0
181.html|james-ward-prowse|28|1.77|droit|Angleterre|Milieu central|FC Southampton|premier-league| 2026|35|35|0.00|0|0|11|2
494.html|alfonso-pedraza|26|1.84|gauche|Espagne|Arrière gauche|Villarreal CF|laliga| 2026|18|22|0.00|0|0|14|0
36.html|achraf-hakimi|24|1.81|droit|Maroc|Arrière droit|Paris Saint-Germain|ligue-1| 2026|70|70|111.00 |0|1|61|8
210.html|cheick-doucoure|23|1.80|droit|Mali|Milieu défensif|Crystal Palace|premier-league| 2027|30|30|22.60 |0|0|8|0
355.html|curtis-jones|22|1.85|droit|Angleterre|Milieu central|FC Liverpool|premier-league| 2027|22|30|0.00|0|0|12|3
61.html|dayot-upamecano|24|1.86|droit|France|Défenseur central|FC Bayern München|bundesliga| 2026|60|60|63.20 |0|0|12|1
139.html|jose-gaya|27|1.72|gauche|Espagne|Arrière gauche|FC Valencia|laliga| 2027|40|50|0.00|0|0|18|3
284.html|mohamed-camara|23|1.73|droit|Mali|Milieu défensif|AS Monaco|ligue-1| 2027|25|27|15.00 |0|0|15|3
142.html|raphael-varane|29|1.91|droit|France|Défenseur central|Manchester United|premier-league| 2025|40|80|51.00 |1|4|93|5
457.html|fred|29|1.69|gauche|Brésil|Milieu central|Manchester United|premier-league| 2024|20|50|74.00 |0|0|32|0
379.html|gabriel-barbosa|26|1.78|gauche|Brésil|Avant-centre|Clube Regatas Flamengo|carioca-taca-guanabara| 2024|22|26|51.10 |0|0|18|5
396.html|strahinja-pavlovic|21|1.94|gauche|Serbie|Défenseur central|Red Bull Salzbourg|bundesliga| 2027|20|20|17.00 |0|0|25|2
115.html|ivan-toney|26|1.85|droit|Angleterre|Avant-centre|FC Brentford|premier-league| 2025|45|45|6.35 |0|0|0|0
400.html|mohammed-kudus|22|1.77|gauche|Ghana|Milieu offensif|Ajax Amsterdam|eredivisie| 2025|20|20|9.00 |0|0|21|7
380.html|thilo-kehrer|26|1.86|droit|Allemagne|Défenseur central|West Ham United|premier-league| 2026|22|35|49.00 |0|0|24|0
103.html|casemiro|31|1.85|droit|Brésil|Milieu défensif|Manchester United|premier-league| 2026|50|80|99.75 |0|5|69|6
416.html|nicolas-seiwald|21|1.79|droit|Autriche|Milieu central|Red Bull Salzbourg|bundesliga| 2026|20|20|20.00 |0|0|10|0
338.html|filip-kosti%C4%87|30|1.84|gauche|Serbie|Milieu gauche|Juventus Turin|serie-a| 2026|24|40|41.15 |0|0|52|3
292.html|khephren-thuram|21|1.92|droit|France|Milieu défensif|OGC Nice|ligue-1| 2025|25|25|0.00|0|0|14|2
154.html|patrik-schick|27|1.91|gauche|Tchéquie|Avant-centre|Bayer 04 Leverkusen|bundesliga| 2027|38|50|76.00 |0|0|35|18
441.html|florian-neuhaus|25|1.85|droit|Allemagne|Milieu central|Borussia Mönchengladbach|bundesliga| 2024|20|38|0.80 |0|0|10|2
